"","drinks.idDrink","drinks.strDrink","drinks.strCategory","drinks.strAlcoholic","drinks.strGlass","drinks.strInstructions","drinks.strDrinkThumb","drinks.strIngredient1","drinks.strIngredient2","drinks.strIngredient3","drinks.strIngredient4","drinks.strIngredient5","drinks.strIngredient6","drinks.strIngredient7","drinks.strIngredient8","drinks.strIngredient9","drinks.strIngredient10","drinks.strIngredient11","drinks.strIngredient12","drinks.strIngredient13","drinks.strIngredient14","drinks.strIngredient15","drinks.strMeasure1","drinks.strMeasure2","drinks.strMeasure3","drinks.strMeasure4","drinks.strMeasure5","drinks.strMeasure6","drinks.strMeasure7","drinks.strMeasure8","drinks.strMeasure9","drinks.strMeasure10","drinks.strMeasure11","drinks.strMeasure12","drinks.strMeasure13","drinks.strMeasure14","drinks.strMeasure15","drinks.dateModified"
"1256","13070","Fahrenheit 5000","Shot","Alcoholic","Shot glass","Cover bottom of shot glass with Tabasco Sauce and then fill with half Firewater and half Absolut Peppar.",NA,"Firewater","Absolut Peppar","Tabasco sauce","","","","","","","","","","","","","1/2 oz ","1/2 oz ","1 dash "," "," "," "," "," ","","","","","","","",NA
"1257","13072","Popped cherry","Ordinary Drink","Alcoholic","Highball glass","Served over ice in a tall glass with a popped cherry (can add more popped cherries if in the mood)!",NA,"Vodka","Cherry liqueur","Cranberry juice","Orange juice","","","","","","","","","","","","2 oz ","2 oz ","4 oz ","4 oz "," "," "," "," "," ","","","","","","",NA
"1258","13074","Gorilla Snot #1","Shot","Alcoholic","Brandy snifter","Measure the port into a brandy glass, the pour the Bailey's in. As the Bailey's enters the port it will solidify, forming a glob.",NA,"Port","Bailey's irish cream","","","","","","","","","","","","","","1 part Gill ","1 part "," "," "," "," "," ","","","","","","","","",NA
"1259","13076","The Incredible Hulk","Ordinary Drink","Alcoholic","vote","Add 2 oz of Captain Morgan to glass. Add sugar. Add Mountain Dew till mix turns green.",NA,"Spiced rum","Sugar","Mountain Dew","","","","","","","","","","","","","2 oz ","1 tblsp ","2 L "," "," "," "," "," ","","","","","","","",NA
"1260","13078","Alabama Riot","Ordinary Drink","Alcoholic","vote","Pour fruit punch and ice into a glass, add southern comfort, peppermint schnapps and vodka. Stir. Finish with lime juice.",NA,"Southern Comfort","Peppermint schnapps","Vodka","Fruit punch","Lime juice","","","","","","","","","","","2 oz ","1 oz ","1 oz ","8 oz ","1 oz "," "," "," "," "," ","","","","","",NA
"1261","13080","Reggae Ambassador","Ordinary Drink","Alcoholic","vote","Fill a blender 1/2 full (or 1/2 empty) with ice. Fill 1/4 of the blender with vodka. Fill 1/2 with pine-orange-banana fruit juice. Fill the rest with fresh strawberries, and about 4 tsp. sugar. Blend, serve with an orange slice.",NA,"Absolut Citron","Pineapple-orange-banana juice","Sugar","Strawberries","","","","","","","","","","","","1 part ","2 parts ","
"," "," "," "," "," ","","","","","","","",NA
"1262","13082","Mind Eraser","Shot","Alcoholic","Old-fashioned glass","In a rocks glass pour vodka, the Kahlua and then the tonic water. Serve with a straw.",NA,"Vodka","Kahlua","Tonic water","","","","","","","","","","","","","2 oz ","2 oz ","2 oz "," "," "," "," "," ","","","","","","","",NA
"1263","13084","Pamela","Cocktail","Alcoholic","vote","Simply make a standard vodka and tonic and garnish liberally with sliced cucumbers. sounds funny, but makes a great hot weather drink.",NA,"Vodka","Tonic water","Cucumber","","","","","","","","","","","","","
"," slices
","
","
","
","
","
","","","","","","","","",NA
"1264","13086","Atomic Lokade","Ordinary Drink","Alcoholic","vote","In a shaker, place lemonade, vodka, blue Curacao, and triple sec together. Shake with ice and strain into glass. Add sugar to taste",NA,"Lemonade","Vodka","Blue Curacao","Triple sec","Sugar","Ice","","","","","","","","","","5 oz ","1 oz ","1/2 oz ","1/2 oz ","
"," "," "," "," "," ","","","","","",NA
"1265","13088","Mexican Mouthwash","Shot","Alcoholic","vote","Pour into shaker chill, and gently swirl together.",NA,"Gold tequila","Rumple Minze","","","","","","","","","","","","","","3/4 oz ","3/4 oz "," "," "," "," "," ","","","","","","","","",NA
"1266","13090","Pecker Head","Shot","Alcoholic","Shot glass","In a strainer add all three ingredients. Fill half full of ice. Shake well. Strain into a double shot glass.",NA,"Southern Comfort","Amaretto","Pineapple","","","","","","","","","","","","","1/3 ","1/3 ","1/3 "," "," "," "," "," ","","","","","","","",NA
"1267","13092","Colorado Bulldog","Milk / Float / Shake","Alcoholic","Old-fashioned glass","In a shaker mix Vodka, Kahlua, and milk. Pour into a rocks glass and add a splash of Coca-Cola",NA,"Vodka","Kahlua","Milk","Coca-Cola","","","","","","","","","","","","1 shot ","1 shot ","
","
","
","
","
","
","
","","","","","","",NA
"1268","13094","Carribean pineapple","Ordinary Drink","Alcoholic","vote","Mix in a lowball glass and serve over ice",NA,"Malibu rum","Pineapple juice","Cherry","","","","","","","","","","","","","1 part ","3 parts ","1 "," "," "," "," "," ","","","","","","","",NA
"1269","13096","Bullfrog","Ordinary Drink","Alcoholic","vote","Shake well (preferably in a closed container). Stir (preferably with a spoon in an opened container)",NA,"Vodka","Lemonade","","","","","","","","","","","","","","12 shots ","1 qt "," "," "," "," "," ","","","","","","","","",NA
"1270","13098","Cucaracha","Ordinary Drink","Alcoholic","vote","In a low glass put Tequila first, than Kahlua. Flame the coktail. Two people had to drink in the same glass with two plastic-pipe. The goal is to drink before the plastic-pipe melt down.",NA,"Tequila","Kahlua","","","","","","","","","","","","","","2/3 ","1/3 "," "," "," "," "," ","","","","","","","","",NA
"1271","13100","Hillinator","Ordinary Drink","Alcoholic","Shot glass","Mix the Captain Morgan, Mountain Dew, and sugar in one class. Pour the fire water into a shot glass. Take the shot, then follow it with the mixed drink. Make sure to drink the mixed drink quickly",NA,"Spiced rum","Firewater","Mountain Dew","Sugar","","","","","","","","","","","","3 oz ","1 oz ","8 oz ","4 tblsp "," "," "," "," "," ","","","","","","",NA
"1272","13102","Tequila Mockingbird","Cocktail","Alcoholic","Old-fashioned glass","Fill tall rocks glass or tumbler with ice. Add tequila and triple sec, followed by O.J. and cranberry. Add blue curacao. DO NOT MIX. Garnish with lemon or cherry if desired.",NA,"Tequila","Triple sec","Blue Curacao","Orange juice","Cranberry juice","","","","","","","","","","","1 1/2 oz ","1/2 oz ","1/2 oz ","2 oz ","1 oz "," "," "," "," "," ","","","","","",NA
"1273","13104","Green Lantern","Ordinary Drink","Alcoholic","vote","Mix all together in order, shake once and pour into glass.",NA,"Midori melon liqueur","Orange juice","7-Up","","","","","","","","","","","","","1/3 ","1/3 ","1/3 "," "," "," "," "," ","","","","","","","",NA
"1274","13106","Irish Coffee #2","Coffee / Tea","Alcoholic","Irish coffee cup","Mix cofee and chilled Irish Cream and half & half. Add sugar and stir. Serve hot in an Irish coffee cup.",NA,"Coffee","Bailey's irish cream","Half-and-half","Sugar","","","","","","","","","","","","8 oz ","2 oz ","2 oz ","1 tsp "," "," "," "," "," ","","","","","","",NA
"1275","13108","B-52 #1","Shot","Alcoholic","Shot glass","Layer the Kahlua, Amaretto, and Irish Cream into a shot glass in that order. After drinking, notice the Vapor Trails.",NA,"Kahlua","Amaretto","Bailey's irish cream","","","","","","","","","","","","","1/3 shot ","1/3 shot ","1/3 shot "," "," "," "," "," ","","","","","","","",NA
"1276","13110","Wahoo","Ordinary Drink","Alcoholic","vote","Over ice add 151 and amaretto. Top off with pineapple juice.",NA,"151 proof rum","Amaretto","","","","","","","","","","","","","","1 shot ","1 shot "," "," "," "," "," ","","","","","","","","",NA
"1277","13112","911","Shot","Alcoholic","Shot glass","Mix equal proprtions of each in one shot glass.",NA,"Ice 101","Firewater","","","","","","","","","","","","","","1 part ","1 part "," "," "," "," "," ","","","","","","","","",NA
"1278","13114","Chocolate Paradise","Milk / Float / Shake","Alcoholic","Highball glass","Simply pour over ice into a tall glass.",NA,"Peppermint schnapps","Chocolate milk","","","","","","","","","","","","","","1 oz ","3 oz "," "," "," "," "," ","","","","","","","","",NA
"1279","13116","Creamy punani","Other/Unknown","Alcoholic","vote","Fill blender about 3/4 with ice-cream (not solid). Add 2 oz of amaretto and kahlua and 3 oz of bailey's. Blend. Drink.",NA,"Kahlua","Bailey's irish cream","Amaretto","Vanilla ice-cream","","","","","","","","","","","","2 oz ","3 oz ","2 oz ","
","
","
","
","
","
","","","","","","",NA
"1280","13118","The Shearer Special","Punch / Party Drink","Optional alcohol","vote","Mix fifth of a gallon of bacardi to a splash of cranberry juice Enjoy!",NA,"Bacardi Limon","Cranberry juice","","","","","","","","","","","","","","1/5 ","
","
","
","
","
","
","","","","","","","","",NA
"1281","13120","Amy's Tattoo","Ordinary Drink","Alcoholic","Highball glass","Shake all in tall glass.",NA,"Dark rum","Light rum","Pineapple juice","Orange juice","Grenadine","","","","","","","","","","","0.5 oz ","0.5 oz ","2 oz ","2 oz ","1 splash "," "," "," "," "," ","","","","","",NA
"1282","13122","Malibu juice","Ordinary Drink","Alcoholic","vote","Put 3 shots of the rum in a glass, fill the rest of the cup with the juice.",NA,"Malibu rum","Pineapple-orange-banana juice","","","","","","","","","","","","","","3 shots "," (Dole)
","
","
","
","
","
","","","","","","","","",NA
"1283","13124","Bailey's Banana Colada (bbc)","Ordinary Drink","Alcoholic","vote","Put banana and liquer into blender until it is a thick paste then add bailey's to taste and pina colada mix and rum. Blend well then add ice blend untill smooth and enjoy!",NA,"Bailey's irish cream","Banana","Banana liqueur","Ice","Pina colada mix","Dark rum","","","","","","","","","","
","
","
","
","
","
","
","
","
","","","","","","",NA
"1284","13126","Russian Roulette","Shot","Alcoholic","White wine glass","Fill two or more shooter 1 oz. shooter glasses with the kahlua and vodka and place a slice of orange on the top of each glass. Put the Sambuca in a wine glass and light. Pour the lit Sambuca on the shooters below and let burn for a short time in front of your bedazzled guests. Blow out the fire and instruct the drinkers of the shooters to drink out of the glass first and chew the Sambuca-soaked orange slice last.",NA,"Kahlua","Vodka","Sambuca","Orange","","","","","","","","","","","","1/2 oz ","1/2 oz ","1 oz "," slices
","
","
","
","
","
","","","","","","",NA
"1285","13128","Diesel","Beer","Alcoholic","Pint glass","Pour the lager first then add the blackcurrant cordial. Top up with the cider. The colour sholud be very dark approaching the colour of Guiness.","http://www.thecocktaildb.com/images/media/drink/sxrrqq1454512852.jpg","Lager","Cider","Blackcurrant cordial","","","","","","","","","","","","","1/2 pint ","1/2 pint ","1 dash "," "," "," "," "," ","","","","","","","","2016-02-03 15:20:52"
"1286","13130","Reptile","Ordinary Drink","Alcoholic","vote","Make sure all ingredients are chilled. Add in order: ET, OJ, Dew. Stir lightly. Like most OJ drinks, the alcohol is hard to taste. A padded bar is recomended.",NA,"Whiskey","Mountain Dew","Orange juice","","","","","","","","","","","","","1 part Early Times straight Kentucky ","1 part ","1 1/2 part "," "," "," "," "," ","","","","","","","",NA
"1287","13132","Dogg piss","Ordinary Drink","Alcoholic","vote","Dump the ingredients into a container and stir it. It's very simple and very delicious.",NA,"Vodka","Beer","Southern Comfort","","","","","","","","","","","","","3 oz ","12 oz ","4 oz "," "," "," "," "," ","","","","","","","",NA
"1288","13134","Harsh","Shot","Alcoholic","vote","Mix ingrediants and serve",NA,"Tequila","Jägermeister","","","","","","","","","","","","","","1/2 oz ","1/2 oz "," "," "," "," "," ","","","","","","","","",NA
"1289","13136","Yo mama cocktail","Cocktail","Alcoholic","vote","Pour Vodka in highball over ice, add soda, top of with splash of OJ (just a splash)",NA,"Orange vodka","Soda water","Orange juice","","","","","","","","","","","","","1 1/2 oz ","
","
","
","
","
","
","
","","","","","","","",NA
"1290","13138","La Mamila","Other/Unknown","Optional alcohol","vote","First empty the beers then mix the lemons, tabasco and the salt then empty the tequila and then the clamato, swirl everytihng. This drinking by four people is a baby boom ""Try it if you are not a baby"".",NA,"Tequila","Beer","Lemon","Clamato juice","Tabasco sauce","Salt","","","","","","","","","","1 L ","5 Caguamas tecate ","4 ","32 oz ","2 dashes ","2 pinches "," "," "," "," "," ","","","","",NA
"1291","13140","Fruit Tingle","Soft Drink / Soda","Alcoholic","vote","Pour Curacao over ice in a tumbler. Add Raspberry cordial and Lemonade at the same time so that the combined effect mixes the drink. Consume!!! The drink is meant to taste like the lollies called Fruit Tingles, and it succeeds very well in this..",NA,"Blue Curacao","Raspberry cordial","Lemonade","Ice","","","","","","","","","","","","30 ml ","30 ml ","
"," "," "," "," "," ","","","","","","","",NA
"1292","13142","Blue iguana","Cocktail","Alcoholic","vote","Bend smooth. Serve in a frozen mug.",NA,"Ice","Tang","Vodka","","","","","","","","","","","","","
","
",",everclear,rum,757
","
","
","
","
","
","","","","","","","",NA
"1293","13144","Red Death #2","Shot","Alcoholic","Shot glass","Pour all the ingedients in mixing glass with ice. Shake and strain into shot glass(es).",NA,"Absolut Vodka","Southern Comfort","Amaretto","Sloe gin","Triple sec","Orange juice","","","","","","","","","","
","
","
"," "," "," "," "," ","","","","","","","",NA
"1294","13146","Is Paris Burning","Cocktail","Alcoholic","vote","Stirred, not shaken. Rocks acceptable. Fresh raspberry optional.",NA,"Cognac","Chambord raspberry liqueur","","","","","","","","","","","","","","2 oz ","1 oz "," "," "," "," "," ","","","","","","","","",NA
"1295","13148","Motor Oil","Shot","Alcoholic","Shot glass","Pour Jager into triple shot glass. Add Perpermint schnaups then Goldshlager. Top with Malibu.",NA,"Jägermeister","Peppermint schnapps","Goldschlager","Malibu rum","","","","","","","","","","","","1 oz ","1/2 oz ","1/2 oz ","1/2 oz "," "," "," "," "," ","","","","","","",NA
"1296","13150","Vulcan Mind Meld","Shot","Alcoholic","Shot glass","Pour ingredients into glass (usually a double shot glass.) Drink quickly.",NA,"Ouzo","151 proof rum","","","","","","","","","","","","","","1 part ","1 part "," "," "," "," "," ","","","","","","","","",NA
"1297","13152","Jack & Coke","Ordinary Drink","Alcoholic","vote","Pour jack daniels into large glass filled with ice. Pour Coca-Cola into glass. Stir lightly.",NA,"Jack Daniels","Coca-Cola","Ice","","","","","","","","","","","","","2 oz ","10 oz ","
","
","
","
","
","
","","","","","","","",NA
"1298","13154","Seven and Seven","Cocktail","Alcoholic","vote","Put a few cubes of ice inside glass. Pour shot of Seagram 7 into the glass, then Pour 7-UP into glass. Shake or stir briskly.",NA,"Seagram 7","7-Up","Ice","","","","","","","","","","","","","1 shot ","6 oz ","
","
","
","
","
","
","","","","","","","",NA
"1299","13156","Cement Mixer","Other/Unknown","Alcoholic","vote","Take shot of Bailey's. With Bailey's in your mouth take shot of lime juice. Mix rapidly in mouth by shaking head vigorously. Swallow before it congeals totally.",NA,"Bailey's irish cream","Lime juice","","","","","","","","","","","","","","1 jigger ","1 jigger "," "," "," "," "," ","","","","","","","","",NA
"1300","13158","Reptile (Orginal)","Cocktail","Alcoholic","Highball glass","This is the drink the Reptile is based on, created by Joe Schaftall. Shake indredents with cruched ice untill outside of shaker is cold enough to have water droplets on the outside. Strain into highball glass.",NA,"Whiskey","Orange juice","Mountain Dew","Grapes","","","","","","","","","","","","1 part Early Times straight Kentucky ","1 1/2 part ","1 part ","crushed "," "," "," "," "," ","","","","","","",NA
"1301","13160","Mona-Lisa","Punch / Party Drink","Alcoholic","Highball glass","Stir ingredients and poor into a highball glass. Dance while drinking to the song ""Mona-Lisa"" with Rob'n'Raz. Oh! boy will you get drunk!",NA,"Absolut Vodka","Lemon soda","","","","","","","","","","","","","","1 part ","1 part "," "," "," "," "," ","","","","","","","","",NA
"1302","13162","Afternoon","Coffee / Tea","Alcoholic","vote","Build into a suiting glass, with no ice. Cream on top if wanted. Served directly.",NA,"Kahlua","Bailey's irish cream","Frangelico","Coffee","Cream","","","","","","","","","","","1 cl ","1 cl ","1 1/2 ","4 cl hot ","
","
","
","
","
","
","","","","","",NA
